X1,X2,X3,review,word,POS,d_word,d_POS,Count,topic,sentiment2
157,2,1,"fairly easy to program, easy to bypass a programed setting and when bypassed the system returns to the next scheduled setting.",program,VB,easy,JJ,113,Control/Occupancy,1
157,2,1,"fairly easy to program, easy to bypass a programed setting and when bypassed the system returns to the next scheduled setting.",program,VB,easy,JJ,113,Easy/Hard,1
157,3,1,i also bought the mounting plate that made for a nicer installation.,installation,NN,nicer,JJR,1,NO,1
157,3,1,i also bought the mounting plate that made for a nicer installation.,plate,NN,bought,VBD,1,NO,0
157,3,1,i also bought the mounting plate that made for a nicer installation.,mounting,VBG,plate,NN,7,NO,0
157,3,1,i also bought the mounting plate that made for a nicer installation.,made,VBD,plate,NN,1,NO,0
158,2,1,the way the cover flap opens could have been designed better.,way,NN,designed,VBN,1,NO,0
158,2,1,the way the cover flap opens could have been designed better.,designed,VBN,better,RBR,3,NO,1
158,3,1,if you are not careful you might end up taking the whole unit off.,unit,NN,whole,JJ,4,NO,0
158,3,1,if you are not careful you might end up taking the whole unit off.,unit,NN,taking,VBG,1,NO,0
158,3,1,if you are not careful you might end up taking the whole unit off.,end,VB,careful,JJ,1,NO,0
158,3,1,if you are not careful you might end up taking the whole unit off.,taking,VBG,off,RB,1,NO,0
158,4,1,besides that a great product for the price.,product,NN,great,JJ,35,Feelings,1
158,5,1,it replaced an old analog thermostat.,thermostat,NN,old,JJ,161,NO,0
158,5,1,it replaced an old analog thermostat.,thermostat,NN,replaced,VBD,26,NO,0
159,1,1,easy to install.,install,VB,easy,JJ,303,Installation,1
159,1,1,easy to install.,install,VB,easy,JJ,303,Easy/Hard,1
159,2,1,works well.,works,VBZ,well,RB,74,Feelings,1
160,1,1,"its just been one night, so far love it.",night,NN,love,VBP,1,NO,1
160,1,1,"its just been one night, so far love it.",night,NN,just,RB,1,NO,0
160,1,1,"its just been one night, so far love it.",love,VBP,far,RB,1,NO,1
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",numbers,NNS,big,JJ,2,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",noise,NN,faint,JJ,1,NO,1
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",deal,NN,big,JJ,6,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",numbers,NNS,love,VBP,1,NO,1
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",display,NN,makes,VBZ,3,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",back,NN,lit,VBN,2,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",noise,NN,makes,VBZ,2,NO,-1
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",temps,NNS,programming,VBG,1,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",light,NN,goes,VBZ,1,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",sound,NN,stops,VBZ,1,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",deal,NN,stops,VBZ,1,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",lit,VBN,display,NN,1,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",changing,VBG,temps,NNS,1,NO,0
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",install,VB,easy,JJ,303,Installation,1
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",install,VB,easy,JJ,303,Easy/Hard,1
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",works,VBZ,easy,JJ,62,Easy/Hard,1
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",works,VBZ,easy,JJ,62,Easy/Hard,1
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",looks,VBZ,great,JJ,8,Feelings,1
160,2,1,"works well, easy to install, looks great, love the big numbers, the back lit display makes a faint hum noise when lit up, which is only when you are programming it or changing temps, then the light goes off after like 10 seconds and the sound stops, not a big deal.",works,VBZ,well,RB,74,Feelings,1
161,1,1,there are at least 4 different editions of this thermostat.,editions,NNS,different,JJ,1,NO,0
161,3,1,i have owned a ua and ub.,ua,NN,owned,VBN,1,NO,0
161,4,1,these two variations do not use the classic temperature swing control method,method,NN,classic,JJ,1,Control/Occupancy,1
161,4,1,these two variations do not use the classic temperature swing control method,variations,NNS,use,VB,1,NO,0
161,4,1,these two variations do not use the classic temperature swing control method,method,NN,use,VB,2,Control/Occupancy,0
161,4,2,rather provide a `` cycles per hour '' technique.,technique,NN,provide,VB,1,NO,0
161,4,2,rather provide a `` cycles per hour '' technique.,provide,VB,rather,RB,1,NO,0
161,5,1,i considered the ua model very wasteful and hard on the compressor as it cycles the unit in both heat and cool mode the specified number of times an hour whether the temperature is out of range or not.,heat,NN,cool,JJ,11,Comfort/HVAC,1
161,5,1,i considered the ua model very wasteful and hard on the compressor as it cycles the unit in both heat and cool mode the specified number of times an hour whether the temperature is out of range or not.,model,NN,considered,VBD,1,NO,0
161,5,1,i considered the ua model very wasteful and hard on the compressor as it cycles the unit in both heat and cool mode the specified number of times an hour whether the temperature is out of range or not.,unit,NN,cycles,VBZ,1,NO,0
161,5,1,i considered the ua model very wasteful and hard on the compressor as it cycles the unit in both heat and cool mode the specified number of times an hour whether the temperature is out of range or not.,heat,NN,mode,VB,1,Comfort/HVAC,0
161,5,1,i considered the ua model very wasteful and hard on the compressor as it cycles the unit in both heat and cool mode the specified number of times an hour whether the temperature is out of range or not.,heat,NN,mode,VB,1,Control/Occupancy,0
161,5,1,i considered the ua model very wasteful and hard on the compressor as it cycles the unit in both heat and cool mode the specified number of times an hour whether the temperature is out of range or not.,number,NN,cycles,VBZ,1,NO,0
161,5,1,i considered the ua model very wasteful and hard on the compressor as it cycles the unit in both heat and cool mode the specified number of times an hour whether the temperature is out of range or not.,specified,VBN,number,NN,1,NO,0
161,5,1,i considered the ua model very wasteful and hard on the compressor as it cycles the unit in both heat and cool mode the specified number of times an hour whether the temperature is out of range or not.,considered,VBD,wasteful,JJ,1,NO,-1
161,6,1,sometimes the compressor would cut on and run less than a minute.,compressor,NN,cut,VB,1,NO,0
161,6,1,sometimes the compressor would cut on and run less than a minute.,run,VB,less,JJR,2,NO,0
161,6,1,sometimes the compressor would cut on and run less than a minute.,cut,VB,sometimes,RB,1,NO,0
161,7,1,the ub was better as it at least ran the compressor a few minutes each time,ub,NN,better,JJR,1,NO,1
161,7,1,the ub was better as it at least ran the compressor a few minutes each time,minutes,NNS,few,JJ,18,NO,0
161,7,1,the ub was better as it at least ran the compressor a few minutes each time,compressor,NN,ran,VBD,1,NO,0
161,7,1,the ub was better as it at least ran the compressor a few minutes each time,minutes,NNS,ran,VBD,1,NO,0
161,7,1,the ub was better as it at least ran the compressor a few minutes each time,ran,VBD,better,JJR,1,NO,1
161,7,1,the ub was better as it at least ran the compressor a few minutes each time,ran,VBD,least,RBS,1,NO,0
161,7,2,still the starts and stops were ridiculous.,starts,NNS,ridiculous,JJ,1,NO,-1
161,8,1,"in its latest rendition, the uc, lux appears to have come to their senses and gone back to the tried and true temperature swing method.",rendition,NN,latest,JJS,1,NO,0
161,8,1,"in its latest rendition, the uc, lux appears to have come to their senses and gone back to the tried and true temperature swing method.",lux,NN,appears,VBZ,1,NO,0
161,8,1,"in its latest rendition, the uc, lux appears to have come to their senses and gone back to the tried and true temperature swing method.",tried,VBN,method,NN,1,NO,0
161,8,1,"in its latest rendition, the uc, lux appears to have come to their senses and gone back to the tried and true temperature swing method.",tried,VBN,TRUE,JJ,1,NO,0
161,8,1,"in its latest rendition, the uc, lux appears to have come to their senses and gone back to the tried and true temperature swing method.",gone,VBN,back,RB,2,NO,0
161,9,1,the user can set the swing as desired and the thermostat only operates the compressor when it is needed.,user,NN,set,VB,1,NO,0
161,9,1,the user can set the swing as desired and the thermostat only operates the compressor when it is needed.,swing,NN,set,VB,2,NO,0
161,9,1,the user can set the swing as desired and the thermostat only operates the compressor when it is needed.,thermostat,NN,operates,VBZ,2,NO,0
161,9,1,the user can set the swing as desired and the thermostat only operates the compressor when it is needed.,compressor,NN,operates,VBZ,1,NO,0
161,9,1,the user can set the swing as desired and the thermostat only operates the compressor when it is needed.,operates,VBZ,only,RB,1,NO,0
161,10,1,the tx1500uc is a great thermostat.,thermostat,NN,great,JJ,25,Feelings,1
161,11,1,i like it much better than any of the `` cycle rate '' models from lux or honeywell.,like,VBP,better,JJR,3,NO,1
161,12,1,hopefully amazon is only shipping the uc models of these lux thermostats.,amazon,NN,shipping,VBG,1,NO,0
161,12,1,hopefully amazon is only shipping the uc models of these lux thermostats.,models,NNS,shipping,VBG,1,NO,0
161,12,1,hopefully amazon is only shipping the uc models of these lux thermostats.,shipping,VBG,hopefully,RB,1,NO,0
161,12,1,hopefully amazon is only shipping the uc models of these lux thermostats.,shipping,VBG,only,RB,1,NO,0
161,13,1,in my opinion they are definitely the one you want.,want,VBP,one,NN,1,NO,0
161,13,1,in my opinion they are definitely the one you want.,one,NN,definitely,RB,1,NO,0
161,14,1,#NAME?,support,NN,excellent,JJ,1,NO,1
161,14,1,#NAME?,add,VB,excellent,JJ,1,NO,1
161,15,1,within my 3 year warranty period they shipped me a ub unit to replace the ua.,unit,NN,shipped,VBD,1,NO,0
161,15,1,within my 3 year warranty period they shipped me a ub unit to replace the ua.,ua,NN,replace,VB,1,NO,0
161,16,1,they have now replaced the ub unit with a uc model.,unit,NN,replaced,VBN,1,NO,0
161,16,1,they have now replaced the ub unit with a uc model.,replaced,VBN,now,RB,2,NO,0
161,17,1,in both cases it cost me nothing as a prepaid return envelope was included.,envelope,NN,prepaid,JJ,1,NO,0
161,17,1,in both cases it cost me nothing as a prepaid return envelope was included.,nothing,NN,cost,VBD,1,NO,0
161,17,1,in both cases it cost me nothing as a prepaid return envelope was included.,envelope,NN,included,VBN,1,NO,0
161,18,1,in today is world that kind of product support is rare.,kind,NN,rare,JJ,1,NO,0
161,19,1,i like +- 0.5 degrees.,degrees,NNS,like,VBP,1,NO,1
162,1,1,its a great easy product to use and installand lux has a great customer service.,product,NN,great,JJ,35,Feelings,1
162,1,1,its a great easy product to use and installand lux has a great customer service.,product,NN,easy,JJ,10,Easy/Hard,1
162,1,1,its a great easy product to use and installand lux has a great customer service.,product,NN,easy,JJ,10,Easy/Hard,1
162,1,1,its a great easy product to use and installand lux has a great customer service.,service,NN,great,JJ,2,Costs,1
162,1,1,its a great easy product to use and installand lux has a great customer service.,use,VB,product,NN,2,NO,0
162,2,1,you will notice 1 degree difference here and therebut besides that its awesomemust change batteries once it runs outtech told me its lasts a year or soruns on 2 aa batteries,difference,NN,notice,VB,1,NO,0
162,2,1,you will notice 1 degree difference here and therebut besides that its awesomemust change batteries once it runs outtech told me its lasts a year or soruns on 2 aa batteries,outtech,NN,told,VBD,1,NO,0
162,2,1,you will notice 1 degree difference here and therebut besides that its awesomemust change batteries once it runs outtech told me its lasts a year or soruns on 2 aa batteries,year,NN,lasts,VBZ,1,NO,0
162,2,1,you will notice 1 degree difference here and therebut besides that its awesomemust change batteries once it runs outtech told me its lasts a year or soruns on 2 aa batteries,told,VBD,batteries,NNS,1,NO,0
163,1,1,easy to install and does a good job keeping the house at a comfortable temperature.,job,NN,good,JJ,2,NO,1
163,1,1,easy to install and does a good job keeping the house at a comfortable temperature.,temperature,NN,comfortable,JJ,4,Comfort/HVAC,1
163,1,1,easy to install and does a good job keeping the house at a comfortable temperature.,job,NN,does,VBZ,35,NO,0
163,1,1,easy to install and does a good job keeping the house at a comfortable temperature.,house,NN,keeping,VBG,2,NO,0
163,1,1,easy to install and does a good job keeping the house at a comfortable temperature.,keeping,VBG,job,NN,1,NO,0
163,1,1,easy to install and does a good job keeping the house at a comfortable temperature.,install,VB,easy,JJ,303,Installation,1
163,1,1,easy to install and does a good job keeping the house at a comfortable temperature.,install,VB,easy,JJ,303,Easy/Hard,1
163,1,1,easy to install and does a good job keeping the house at a comfortable temperature.,does,VBZ,easy,JJ,8,Easy/Hard,1
163,1,1,easy to install and does a good job keeping the house at a comfortable temperature.,does,VBZ,easy,JJ,8,Easy/Hard,1
163,2,1,"we had an ancient mercury thermostat before that only turns on and off, so the programming feature thing is amazing by comparison.",thing,NN,amazing,JJ,1,NO,1
163,2,1,"we had an ancient mercury thermostat before that only turns on and off, so the programming feature thing is amazing by comparison.",thermostat,NN,ancient,JJ,7,NO,0
163,2,1,"we had an ancient mercury thermostat before that only turns on and off, so the programming feature thing is amazing by comparison.",turns,VBZ,only,RB,2,NO,0
163,3,1,our gas bill went down by $ 50.,bill,NN,went,VBD,5,NO,0
163,3,1,our gas bill went down by $ 50.,went,VBD,down,RB,2,NO,0
163,4,1,wish it did not wiggle so much on the wall.,wiggle,VB,much,RB,1,NO,0
164,1,1,does not hold the temp very well.,temp,NN,hold,VB,1,Comfort/HVAC,0
164,1,1,does not hold the temp very well.,temp,NN,hold,VB,1,Control/Occupancy,0
164,1,1,does not hold the temp very well.,hold,VB,well,RB,1,Costs,1
164,1,1,does not hold the temp very well.,hold,VB,well,RB,1,NO,1
164,3,1,would not buy this again,buy,VB,again,RB,16,Costs,0
164,3,1,would not buy this again,buy,VB,again,RB,16,NO,0
165,1,1,i bought this to replace an older model that had gone bad.,model,NN,older,JJR,6,NO,0
165,1,1,i bought this to replace an older model that had gone bad.,model,NN,replace,VB,5,NO,0
165,1,1,i bought this to replace an older model that had gone bad.,gone,VBN,model,NN,1,NO,0
165,1,1,i bought this to replace an older model that had gone bad.,gone,VBN,bad,JJ,2,NO,-1
165,2,1,i love the lit screen that is dim enough not to be a nuisance.,screen,NN,lit,JJ,1,NO,0
165,2,1,i love the lit screen that is dim enough not to be a nuisance.,screen,NN,dim,JJ,1,NO,-1
165,2,1,i love the lit screen that is dim enough not to be a nuisance.,screen,NN,love,VBP,1,NO,1
165,2,1,i love the lit screen that is dim enough not to be a nuisance.,nuisance,NN,enough,RB,1,NO,-1
165,3,1,the screen light turns off after a few seconds of being on.,seconds,NNS,few,JJ,6,NO,0
165,3,1,the screen light turns off after a few seconds of being on.,light,NN,turns,VBZ,1,NO,0
165,4,1,fairly decent instructions,instructions,NNS,decent,JJ,1,Installation,1
165,4,2,someone who does not have fun installing something like this might not find the directions as easy.,directions,NNS,easy,JJ,4,Installation,1
165,4,2,someone who does not have fun installing something like this might not find the directions as easy.,someone,NN,find,VB,1,NO,0
165,4,2,someone who does not have fun installing something like this might not find the directions as easy.,something,NN,installing,VBG,1,NO,0
165,4,2,someone who does not have fun installing something like this might not find the directions as easy.,find,VB,easy,JJ,3,NO,1
165,5,1,the programming might be dicey for some people too.,dicey,NN,too,RB,1,NO,0
166,1,1,absolutely unable to open the battery compartment.,compartment,NN,open,VB,1,NO,0
166,1,1,absolutely unable to open the battery compartment.,open,VB,unable,JJ,1,NO,-1
166,2,1,spent 20 minutes searching for where it was and 10 more minutes trying to open it.,minutes,NNS,spent,VBD,1,NO,0
166,2,1,spent 20 minutes searching for where it was and 10 more minutes trying to open it.,minutes,NNS,trying,VBG,1,NO,0
167,1,1,easy to install.,install,VB,easy,JJ,303,Installation,1
167,1,1,easy to install.,install,VB,easy,JJ,303,Easy/Hard,1
167,2,1,easy to program.,program,VB,easy,JJ,113,Control/Occupancy,1
167,2,1,easy to program.,program,VB,easy,JJ,113,Easy/Hard,1
167,3,1,does the job at a good price.,price,NN,good,JJ,25,Costs,1
167,3,1,does the job at a good price.,price,NN,good,JJ,25,Feelings,1
167,3,1,does the job at a good price.,job,NN,does,VBZ,35,NO,0
168,1,1,lux makes good stuff and at better price than others.,stuff,NN,good,JJ,1,NO,1
168,1,1,lux makes good stuff and at better price than others.,price,NN,better,JJR,1,NO,1
168,1,1,lux makes good stuff and at better price than others.,lux,NN,makes,VBZ,1,NO,0
168,1,1,lux makes good stuff and at better price than others.,stuff,NN,makes,VBZ,1,NO,0
168,2,1,came on time and in a good package.,package,NN,good,JJ,1,NO,1
169,1,1,awesome thermostat.,thermostat,NN,awesome,JJ,1,NO,1
169,2,1,i know it is geeky to get excited about a thermostat,get,VB,excited,JJ,2,NO,1
169,2,1,i know it is geeky to get excited about a thermostat,know,VBP,geeky,JJ,1,NO,1
169,2,2,this we very easy to install and it has been working perfectly for a months now.,install,VB,easy,RB,3,NO,1
169,2,2,this we very easy to install and it has been working perfectly for a months now.,working,VBG,perfectly,RB,7,Feelings,1
169,2,2,this we very easy to install and it has been working perfectly for a months now.,working,VBG,now,RB,4,Feelings,0
169,3,1,"very simple and intuitive to operate, even my wife can do it would highly recommend it, great value for this price.",value,NN,great,JJ,11,Costs,1
169,3,1,"very simple and intuitive to operate, even my wife can do it would highly recommend it, great value for this price.",value,NN,recommend,VB,1,NO,1
169,3,1,"very simple and intuitive to operate, even my wife can do it would highly recommend it, great value for this price.",wife,NN,even,RB,2,NO,0
169,3,1,"very simple and intuitive to operate, even my wife can do it would highly recommend it, great value for this price.",operate,VB,simple,JJ,4,Easy/Hard,0
169,3,1,"very simple and intuitive to operate, even my wife can do it would highly recommend it, great value for this price.",recommend,VB,highly,RB,3,NO,1
169,4,1,and that is saying a lot.,lot,NN,saying,VBG,1,NO,0
170,1,1,could use better instructions.,instructions,NNS,better,JJR,1,NO,1
170,1,1,could use better instructions.,instructions,NNS,use,VB,2,NO,0
170,2,1,works well.,works,VBZ,well,RB,74,Feelings,1
171,1,1,it works great.,works,VBZ,great,JJ,124,Feelings,1
171,2,1,the case was a little hard to get open for mounting and wiring,case,NN,hard,JJ,1,NO,-1
171,2,1,the case was a little hard to get open for mounting and wiring,wiring,NN,mounting,VBG,1,NO,0
171,2,1,the case was a little hard to get open for mounting and wiring,get,VB,open,JJ,3,NO,0
171,2,2,works very well.,works,VBZ,well,RB,74,Feelings,1
172,1,1,this thermostat was very easy to install and program.,thermostat,NN,easy,JJ,25,Easy/Hard,1
172,1,1,this thermostat was very easy to install and program.,thermostat,NN,easy,JJ,25,Easy/Hard,1
172,1,1,this thermostat was very easy to install and program.,program,NN,install,VB,35,Control/Occupancy,0
172,1,1,this thermostat was very easy to install and program.,program,NN,install,VB,35,Installation,0
172,1,1,this thermostat was very easy to install and program.,install,VB,easy,JJ,303,Installation,1
172,1,1,this thermostat was very easy to install and program.,install,VB,easy,JJ,303,Easy/Hard,1
173,1,1,works great.,works,VBZ,great,JJ,124,Feelings,1
173,2,1,best thermostat i have ever purchased.,thermostat,NN,purchased,VBN,1,Installation,0
173,2,1,best thermostat i have ever purchased.,thermostat,NN,best,RBS,2,NO,1
173,2,1,best thermostat i have ever purchased.,purchased,VBN,ever,RB,1,NO,0
174,2,1,have to compare to other thermostats in the house to get correct readings.,thermostats,NNS,other,JJ,10,NO,0
174,2,1,have to compare to other thermostats in the house to get correct readings.,readings,NNS,correct,JJ,1,NO,1
174,2,1,have to compare to other thermostats in the house to get correct readings.,readings,NNS,get,VB,1,NO,0
174,3,1,the high pitch whine is very noticeable and annoying.,whine,NN,noticeable,JJ,1,NO,-1
174,3,1,the high pitch whine is very noticeable and annoying.,pitch,NN,high,JJ,3,NO,0
175,1,1,i replaced my broken thermostat with this one.,thermostat,NN,broken,JJ,2,NO,-1
175,1,1,i replaced my broken thermostat with this one.,thermostat,NN,replaced,VBD,26,NO,0
175,2,1,"selected it from more than 10 other models, mostly based on supported videos.",models,NNS,other,JJ,5,NO,0
175,2,1,"selected it from more than 10 other models, mostly based on supported videos.",based,VBN,models,NNS,1,NO,0
175,2,1,"selected it from more than 10 other models, mostly based on supported videos.",supported,VBN,videos,NNS,1,NO,1
175,2,1,"selected it from more than 10 other models, mostly based on supported videos.",based,VBN,mostly,RB,1,NO,0
175,3,1,works excellent.,works,VBZ,excellent,JJ,5,Feelings,1
175,4,1,i wish only it has a little more powerful back-lit.,back-lit,NN,powerful,JJ,1,NO,1
175,4,1,i wish only it has a little more powerful back-lit.,wish,VBP,only,RB,3,Feelings,0
176,1,1,great thermostat for the money.,thermostat,NN,great,JJ,25,Feelings,1
176,2,1,this programmable thermostat works with my new furnace that was replaced after hurricane sandy.,hurricane,NN,sandy,JJ,1,NO,0
176,2,1,this programmable thermostat works with my new furnace that was replaced after hurricane sandy.,thermostat,NN,programmable,JJ,100,Control/Occupancy,0
176,2,1,this programmable thermostat works with my new furnace that was replaced after hurricane sandy.,furnace,NN,new,JJ,3,NO,0
176,2,1,this programmable thermostat works with my new furnace that was replaced after hurricane sandy.,thermostat,NN,works,VBZ,18,NO,1
176,2,1,this programmable thermostat works with my new furnace that was replaced after hurricane sandy.,replaced,VBN,furnace,NN,1,NO,0
176,3,1,my gas bills have been lower since it has been installed.,bills,NNS,lower,JJR,3,NO,0
176,3,1,my gas bills have been lower since it has been installed.,installed,VBN,lower,JJR,1,NO,0
176,4,1,i like the lock out feature that keeps my kids from turning up the heat when they get home from school.,feature,NN,like,VBP,1,NO,1
176,4,1,i like the lock out feature that keeps my kids from turning up the heat when they get home from school.,kids,NNS,keeps,VBZ,1,NO,0
176,4,1,i like the lock out feature that keeps my kids from turning up the heat when they get home from school.,heat,NN,turning,VBG,5,NO,0
176,4,1,i like the lock out feature that keeps my kids from turning up the heat when they get home from school.,keeps,VBZ,feature,NN,1,NO,0
176,4,1,i like the lock out feature that keeps my kids from turning up the heat when they get home from school.,get,VBP,home,RB,9,NO,0
177,1,1,"easy to install, straightforward operation.",operation,NN,easy,JJ,2,NO,1
177,1,1,"easy to install, straightforward operation.",operation,NN,straightforward,JJ,1,NO,1
177,1,1,"easy to install, straightforward operation.",install,VB,easy,JJ,303,Installation,1
177,1,1,"easy to install, straightforward operation.",install,VB,easy,JJ,303,Easy/Hard,1
177,2,1,works well with my goodman propane furnace.,works,VBZ,well,RB,74,Feelings,1
177,3,1,no problems in first few months of service.,months,NNS,first,JJ,2,NO,0
177,3,1,no problems in first few months of service.,months,NNS,few,JJ,11,NO,0
178,2,1,it was a snap to connect and has my system working great again.,system,NN,working,VBG,1,NO,0
178,2,1,it was a snap to connect and has my system working great again.,connect,VB,snap,NN,1,NO,0
178,2,1,it was a snap to connect and has my system working great again.,working,VBG,snap,NN,1,NO,0
178,2,1,it was a snap to connect and has my system working great again.,working,VBG,great,RB,2,Feelings,1
178,2,1,it was a snap to connect and has my system working great again.,working,VBG,again,RB,2,Feelings,0
179,1,1,"works great, no issues.",issues,NNS,great,JJ,1,NO,-1
179,1,1,"works great, no issues.",issues,NNS,works,VBZ,1,NO,-1
180,1,1,outstanding product that works great.,product,NN,outstanding,JJ,1,Feelings,1
180,1,1,outstanding product that works great.,works,VBZ,product,NN,2,NO,1
180,1,1,outstanding product that works great.,works,VBZ,great,JJ,124,Feelings,1
180,2,1,i really like the large temperature display.,display,NN,large,JJ,9,Easy/Hard,0
180,2,1,i really like the large temperature display.,display,NN,large,JJ,9,NO,0
180,2,1,i really like the large temperature display.,display,NN,like,VBP,4,NO,1
180,2,1,i really like the large temperature display.,like,VBP,really,RB,11,Feelings,1
180,3,1,the only drawback i have found is that the cover is a little difficult to open.,cover,NN,difficult,JJ,2,NO,-1
180,3,1,the only drawback i have found is that the cover is a little difficult to open.,drawback,NN,only,JJ,1,NO,-1
180,3,1,the only drawback i have found is that the cover is a little difficult to open.,found,VBN,drawback,NN,1,NO,-1
180,3,1,the only drawback i have found is that the cover is a little difficult to open.,open,VB,difficult,JJ,3,NO,-1
181,1,1,"good quality, thanks for your help.",quality,NN,good,JJ,5,Costs,1
183,2,1,works as described and is relatively easy to control and master settings.,master,NN,control,VB,1,NO,1
183,2,1,works as described and is relatively easy to control and master settings.,settings,NNS,control,VB,1,NO,0
183,2,1,works as described and is relatively easy to control and master settings.,control,VB,easy,JJ,2,NO,1
183,2,1,works as described and is relatively easy to control and master settings.,described,VBN,easy,JJ,1,NO,1
183,3,1,panel door can be a little temperamental to open and close smoothly.,door,NN,temperamental,JJ,1,NO,0
183,3,1,panel door can be a little temperamental to open and close smoothly.,open,VB,temperamental,JJ,1,NO,0
183,3,1,panel door can be a little temperamental to open and close smoothly.,open,VB,smoothly,RB,1,NO,1
184,1,1,item arrived quickly.,item,NN,arrived,VBD,4,NO,0
184,1,1,item arrived quickly.,arrived,VBD,quickly,RB,5,NO,0
184,2,1,this thermostat is easy to install and program.,thermostat,NN,easy,JJ,25,Easy/Hard,1
184,2,1,this thermostat is easy to install and program.,thermostat,NN,easy,JJ,25,Easy/Hard,1
184,2,1,this thermostat is easy to install and program.,program,NN,install,VB,35,Control/Occupancy,0
184,2,1,this thermostat is easy to install and program.,program,NN,install,VB,35,Installation,0
184,2,1,this thermostat is easy to install and program.,install,VB,easy,JJ,303,Installation,1
184,2,1,this thermostat is easy to install and program.,install,VB,easy,JJ,303,Easy/Hard,1
184,3,1,it works very well for our household.,works,VBZ,well,RB,74,Feelings,1
185,1,1,this thermostat is just as advertised.,thermostat,NN,advertised,VBN,2,Installation,0
185,1,1,this thermostat is just as advertised.,advertised,VBN,just,RB,2,NO,0
185,1,1,this thermostat is just as advertised.,advertised,VBN,as,RB,3,NO,0
185,2,1,"it was very simple to install, only about 20 minutes.",minutes,NNS,install,VB,2,NO,0
185,2,1,"it was very simple to install, only about 20 minutes.",install,VB,simple,JJ,17,Installation,0
185,2,1,"it was very simple to install, only about 20 minutes.",install,VB,simple,JJ,17,Easy/Hard,0
185,3,1,and the programming and operation is easy as well.,programming,NN,easy,JJ,24,Control/Occupancy,1
185,3,1,and the programming and operation is easy as well.,programming,NN,easy,JJ,24,Connectivity/application,1
185,3,1,and the programming and operation is easy as well.,programming,NN,easy,JJ,24,Easy/Hard,1
186,1,1,the front lid is hard to open.,lid,NN,hard,JJ,1,NO,-1
186,1,1,the front lid is hard to open.,lid,NN,front,JJ,1,NO,0
186,1,1,the front lid is hard to open.,open,VB,hard,JJ,4,NO,-1
